,districtText,furnishingCode,value,floorArea,bedrooms,bathrooms,pricePerSqFt,hasFloorplans,latitude,longitude
14353, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,338000,721,2,2,468.7933426,FALSE,1.365692245,103.855045
14354, Admiralty  /  Woodlands ,UNKNOWN,390000,1237,3,2,315.2789006,FALSE,1.442393642,103.8067977
14355, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,398000,1313,4,2,303.12262,FALSE,1.379525653,103.770441
14356, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,420000,1011,3,2,415.4302671,FALSE,1.395785257,103.9008765
14357, Pasir  Ris  /  Tampines ,UNKNOWN,360000,796,2,2,452.2613065,FALSE,1.360286113,103.9512793
14358, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,340000,1119,3,2,303.8427167,FALSE,1.342287266,103.6889996
14359, Macpherson  /  Potong  Pasir ,FULL,265000,635,2,1,417.3228346,FALSE,1.325205588,103.8878814
14360, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,418000,1181,3,2,353.9373412,FALSE,1.403102445,103.7503049
14361, Pasir  Ris  /  Tampines ,FULL,480000,1119,3,2,428.9544236,TRUE,1.360272608,103.9597323
14363, Hougang  /  Punggol  /  Sengkang ,FULL,435000,1001,3,2,434.5654346,TRUE,1.404714,103.907621
14364, Balestier  /  Toa  Payoh ,UNFUR,370000,731,3,1,506.1559508,TRUE,1.336341748,103.8492503
14365, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,318888,731,2,2,436.2352941,TRUE,1.3624733,103.8509583
14366, Hougang  /  Punggol  /  Sengkang ,UNFUR,440000,1001,3,2,439.5604396,FALSE,1.404503,103.907943
14367, East  Coast  /  Marine  Parade ,UNFUR,800000,1356,3,2,589.9705015,FALSE,1.313255999,103.8960747
14368, Sembawang  /  Yishun ,PART,360000,1097,3,2,328.1677302,FALSE,1.452758637,103.8137773
14369, Sembawang  /  Yishun ,PART,338000,904,3,2,373.8938053,TRUE,1.423993224,103.8324474
14370, Admiralty  /  Woodlands ,PART,280000,731,2,2,383.0369357,FALSE,1.435897015,103.7739548
14371, Bedok  /  Upper  East  Coast ,UNKNOWN,378000,732,2,2,516.3934426,FALSE,1.327914846,103.9319626
14372, Hougang  /  Punggol  /  Sengkang ,PART,425000,1184,3,2,358.9527027,TRUE,1.394338494,103.9061883
14373, Hougang  /  Punggol  /  Sengkang ,PART,570000,968,3,2,588.8429752,TRUE,1.383420432,103.8938634
14374, Bedok  /  Upper  East  Coast ,UNFUR,435000,990,3,2,439.3939394,TRUE,1.334342171,103.9307303
14375, Beach  Road  /  Bugis  /  Rochor ,FULL,495000,721,2,2,686.5464632,FALSE,1.300295534,103.853809
14376, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,455000,990,3,2,459.5959596,FALSE,1.380464769,103.8434406
14377, Admiralty  /  Woodlands ,FULL,710000,1926,5,2,368.6396677,FALSE,1.442188266,103.7922231
14378, Hougang  /  Punggol  /  Sengkang ,PART,490000,1248,3,2,392.6282051,FALSE,1.377728383,103.8798104
14379, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,450000,1108,3,2,406.1371841,FALSE,1.343376281,103.7564147
14380, Boon  Lay  /  Jurong  /  Tuas ,FULL,320000,721,2,2,443.8280166,FALSE,1.341501563,103.743172
14381, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,280000,721,3,2,388.3495146,TRUE,1.351327802,103.7449701
14382, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,375000,882,2,2,425.170068,FALSE,1.372854587,103.8503174
14383, Macpherson  /  Potong  Pasir ,PART,265000,657,2,1,403.348554,TRUE,1.330816762,103.8873666
14384, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,FULL,806000,1076,3,2,749.070632,TRUE,1.310116,103.768984
14385, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,293000,721,2,2,406.3800277,TRUE,1.358177811,103.7478951
14386, Boon  Lay  /  Jurong  /  Tuas ,PART,318000,796,2,2,399.4974874,TRUE,1.350552304,103.7297991
14387, Boon  Lay  /  Jurong  /  Tuas ,PART,298000,699,2,1,426.323319,FALSE,1.348199891,103.7120421
14388, Hougang  /  Punggol  /  Sengkang ,FULL,540000,1420,4,2,380.2816901,FALSE,1.350168584,103.8868797
14389, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,700000,1076,3,2,650.5576208,FALSE,1.357023487,103.8450997
14390, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,650000,1528,4,2,425.3926702,FALSE,1.384962228,103.765213
14391, Sembawang  /  Yishun ,UNKNOWN,340000,969,3,2,350.877193,TRUE,1.452592173,103.8186171
14392, Boon  Lay  /  Jurong  /  Tuas ,FULL,468000,1184,3,2,395.2702703,FALSE,1.336602318,103.7007274
14393, Sembawang  /  Yishun ,FULL,460000,1399,3,2,328.8062902,FALSE,1.452138567,103.8239291
14394, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,410000,721,2,2,568.6546463,FALSE,1.313330453,103.7623634
14395, Sembawang  /  Yishun ,UNKNOWN,538888,1571,4,3,343.0222788,TRUE,1.429516258,103.8471392
14396, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,298000,731,2,2,407.6607387,FALSE,1.374025794,103.8555678
14397, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,399000,1140,3,2,350,TRUE,1.346298678,103.7005957
14398, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,350000,1097,3,2,319.0519599,TRUE,1.385641152,103.7653749
14399, Pasir  Ris  /  Tampines ,FULL,700000,1550,4,2,451.6129032,FALSE,1.349104968,103.9292468
14400, Bedok  /  Upper  East  Coast ,UNKNOWN,420000,1023,3,2,410.5571848,TRUE,1.334013181,103.9251636
14401, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,688000,1603,3,2,429.1952589,TRUE,1.347574793,103.7489421
14402, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,326000,807,2,2,403.9653036,FALSE,1.377732223,103.8435871
14403, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,463000,1065,3,2,434.741784,FALSE,1.379407914,103.843646
14404, Balestier  /  Toa  Payoh ,UNFUR,288000,699,2,1,412.0171674,FALSE,1.320395634,103.86854
14405, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,488000,1054,3,2,462.9981025,TRUE,1.322196732,103.7688561
14406, Pasir  Ris  /  Tampines ,FULL,715000,1572,4,3,454.8346056,TRUE,1.348710959,103.9321585
14407, Seletar  /  Yio  Chu  Kang ,FULL,510000,1184,3,2,430.7432432,TRUE,1.388978718,103.8750107
14408, Sembawang  /  Yishun ,PART,369000,968,3,2,381.1983471,FALSE,1.456597156,103.8167657
14409, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,318000,968,3,2,328.5123967,FALSE,1.380960609,103.7377502
14410, Macpherson  /  Potong  Pasir ,FULL,265000,603,2,1,439.4693201,TRUE,1.324233358,103.8853089
14411, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,295000,785,2,2,375.7961783,FALSE,1.350915,103.75902
14412, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,569000,1130,3,2,503.539823,FALSE,1.355959885,103.8491643
14413, Sembawang  /  Yishun ,FULL,430000,1194,3,2,360.1340034,TRUE,1.420708633,103.8411474
14414, Hougang  /  Punggol  /  Sengkang ,PART,700000,1560,5,3,448.7179487,TRUE,1.372937937,103.899207
14415, Pasir  Ris  /  Tampines ,PART,530000,1313,4,2,403.6557502,FALSE,1.345320084,103.9600204
14416, Balestier  /  Toa  Payoh ,PART,1100000,2314,2,2,475.3673293,FALSE,1.326884034,103.8564351
14417, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,588000,1237,3,2,475.3435732,FALSE,1.363316485,103.7521776
14418, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,768000,957,3,2,802.507837,FALSE,1.371803482,103.8535492
14419, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,415000,1280,3,2,324.21875,FALSE,1.378997468,103.755834
14420, Boon  Lay  /  Jurong  /  Tuas ,FULL,310000,721,2,2,429.9583911,FALSE,1.33603761,103.7380795
14421, Tanglin  /  Holland  /  Bukit  Timah ,UNFUR,980000,1312,3,2,746.9512195,FALSE,1.317221982,103.8067582
14422, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,FULL,650000,1395,3,2,465.9498208,FALSE,1.311621132,103.7715825
14423, Pasir  Ris  /  Tampines ,FULL,668000,1625,4,4,411.0769231,FALSE,1.37074575,103.9544767
14424, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,480000,980,3,2,489.7959184,FALSE,1.368597446,103.8430279
14425, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,318000,721,2,2,441.0540915,FALSE,1.362692635,103.8581602
14426, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,290000,720,2,2,402.7777778,FALSE,1.304213035,103.7616251
14427, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,499000,1184,3,2,421.4527027,FALSE,1.391664546,103.8903172
14428, Boon  Lay  /  Jurong  /  Tuas ,PART,838000,1560,4,3,537.1794872,FALSE,1.337872409,103.7468638
14429, Admiralty  /  Woodlands ,PART,460000,1184,3,2,388.5135135,FALSE,1.44357996,103.8077107
14430, Admiralty  /  Woodlands ,PART,370000,1140,3,2,324.5614035,FALSE,1.427750411,103.7729858
14431, Alexandra  /  Commonwealth ,UNKNOWN,720000,1162,3,UNKNOWN,619.6213425,FALSE,1.306878,103.795093
14432, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,668000,1250,3,2,534.4,FALSE,1.37546882,103.8542693
14433, Sembawang  /  Yishun ,UNKNOWN,390000,1001,3,2,389.6103896,FALSE,1.419979,103.844368
14434, Tanglin  /  Holland  /  Bukit  Timah ,UNFUR,383000,700,2,1,547.1428571,FALSE,1.312852774,103.7869265
14435, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,376000,1183,3,2,317.8360101,FALSE,1.403203,103.7482658
14436, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,370000,1108,3,2,333.9350181,FALSE,1.377076795,103.7706728
14437, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,730000,1302,3,2,560.6758833,FALSE,1.350410304,103.8525223
14438, Alexandra  /  Commonwealth ,PART,375000,700,5,6,535.7142857,FALSE,1.282507982,103.8166712
14439, Pasir  Ris  /  Tampines ,FULL,750000,1184,3,2,633.4459459,FALSE,1.342437,103.9584579
14441, Hougang  /  Punggol  /  Sengkang ,FULL,545000,1313,3,2,415.0799695,FALSE,1.374291677,103.8724647
14442, Hougang  /  Punggol  /  Sengkang ,PART,500000,1323,3,2,377.9289494,FALSE,1.351561347,103.8882964
14443, Hougang  /  Punggol  /  Sengkang ,PART,430000,1119,3,2,384.2716711,FALSE,1.369287536,103.8845913
14444, Sembawang  /  Yishun ,UNKNOWN,435000,1130,3,2,384.9557522,TRUE,1.419250091,103.8353359
14445, Hougang  /  Punggol  /  Sengkang ,PART,520000,1281,4,2,405.9328649,FALSE,1.372692462,103.8706212
14446, Admiralty  /  Woodlands ,PART,429000,1022,3,2,419.7651663,FALSE,1.440997903,103.7783833
14447, Macpherson  /  Potong  Pasir ,UNKNOWN,580000,1119,3,2,518.3199285,FALSE,1.335806824,103.8654907
14448, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,600000,1291,3,2,464.7560031,FALSE,1.339054872,103.7403746
14449, Hougang  /  Punggol  /  Sengkang ,PART,555000,968,3,2,573.3471074,TRUE,1.383117625,103.8946588
14450, Macpherson  /  Potong  Pasir ,UNFUR,248000,602,2,1,411.9601329,FALSE,1.32516149,103.8853798
14451, Tanglin  /  Holland  /  Bukit  Timah ,UNFUR,670000,921,3,2,727.4701412,FALSE,1.307083508,103.7953609
14452, Admiralty  /  Woodlands ,UNKNOWN,235000,645,2,UNKNOWN,364.3410853,FALSE,1.443271548,103.7772978
14454, Seletar  /  Yio  Chu  Kang ,PART,422000,968,3,2,435.9504132,FALSE,1.388440444,103.8754379
14455, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,350000,721,2,UNKNOWN,485.4368932,FALSE,1.32098003,103.766176
14456, Pasir  Ris  /  Tampines ,UNFUR,698000,1636,4,3,426.6503667,FALSE,1.375400273,103.9473963
14457, Hougang  /  Punggol  /  Sengkang ,FULL,580000,1001,3,2,579.4205794,TRUE,1.403561503,103.9020878
14458, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,420000,1216,3,UNKNOWN,345.3947368,FALSE,1.350550627,103.704379
14459, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,458888,1001,3,2,458.4295704,FALSE,1.385664332,103.7604314
14460, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,450000,1420,3,2,316.9014085,FALSE,1.344742337,103.6898719
14461, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,400000,990,3,2,404.040404,TRUE,1.369884967,103.8578239
14462, Hougang  /  Punggol  /  Sengkang ,FULL,438888,1184,3,2,370.6824324,TRUE,1.389226666,103.8878776
14463,D21,UNFUR,920000,1560,4,3,589.7435897,FALSE,1.339431941,103.7720322
14464, Sembawang  /  Yishun ,UNKNOWN,368000,980,3,2,375.5102041,TRUE,1.430805294,103.8303949
14465, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,480000,968,3,2,495.8677686,TRUE,1.384823386,103.894221
14466, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,520000,1550,4,2,335.483871,TRUE,1.401761484,103.7440416
14467, Admiralty  /  Woodlands ,PART,655000,1840,4,3,355.9782609,FALSE,1.438770943,103.7811765
14468, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,388000,1119,3,2,346.7381591,FALSE,1.385124119,103.7409256
14469, Pasir  Ris  /  Tampines ,FULL,700000,1604,4,2,436.4089776,FALSE,1.370594069,103.9613302
14470, Hougang  /  Punggol  /  Sengkang ,FULL,460000,1184,3,2,388.5135135,FALSE,1.397892838,103.9046247
14471, East  Coast  /  Marine  Parade ,PART,360000,646,3,1,557.2755418,FALSE,1.301580909,103.8839046
14472, Boon  Lay  /  Jurong  /  Tuas ,FULL,280000,700,2,2,400,FALSE,1.3495481,103.7129863
14473, Boon  Lay  /  Jurong  /  Tuas ,FULL,429000,1367,4,2,313.8258961,FALSE,1.345527835,103.696488
14474, Hougang  /  Punggol  /  Sengkang ,FULL,365000,968,3,2,377.0661157,TRUE,1.38805481,103.9022812
14475, Boon  Lay  /  Jurong  /  Tuas ,PART,507000,1184,3,2,428.2094595,TRUE,1.33678855,103.6954682
14476, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,362000,914,3,2,396.0612691,FALSE,1.379546063,103.8807272
14477, Alexandra  /  Commonwealth ,PART,720000,1001,3,2,719.2807193,FALSE,1.28288,103.829492
14478, Hougang  /  Punggol  /  Sengkang ,FULL,320000,688,2,1,465.1162791,TRUE,1.351017497,103.8755324
14479, Farrer  Park  /  Serangoon  Rd ,UNFUR,370000,678,2,2,545.7227139,TRUE,1.314278081,103.8569617
14480, Pasir  Ris  /  Tampines ,FULL,599000,1593,4,2,376.0200879,FALSE,1.366237419,103.96189
14481, Boon  Lay  /  Jurong  /  Tuas ,PART,360000,1119,3,UNKNOWN,321.7158177,FALSE,1.344445627,103.6973594
14482, Balestier  /  Toa  Payoh ,FULL,880000,1550,4,3,567.7419355,FALSE,1.322047166,103.8587938
14483, Admiralty  /  Woodlands ,UNKNOWN,620000,1517,3,2,408.7013843,FALSE,1.443732179,103.8030658
14484, Boon  Lay  /  Jurong  /  Tuas ,PART,495000,1259,3,2,393.1691819,TRUE,1.319415563,103.7479745
14485, Balestier  /  Toa  Payoh ,PART,298000,721,2,2,413.3148405,FALSE,1.332246098,103.8562619
14486, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,380000,1097,3,2,346.3992707,FALSE,1.382108797,103.7536123
14487, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,370000,1098,3,2,336.9763206,FALSE,1.388288497,103.7667737
14488, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,380000,1119,3,2,339.5889187,FALSE,1.382429304,103.752638
14489, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,440000,1356,4,2,324.4837758,FALSE,1.403257523,103.7456858
14490, Boon  Lay  /  Jurong  /  Tuas ,PART,808000,1580,3,3,511.3924051,FALSE,1.348715707,103.7287584
14491, Hougang  /  Punggol  /  Sengkang ,FULL,479000,1184,3,2,404.5608108,FALSE,1.390604019,103.8885158
14492, Hougang  /  Punggol  /  Sengkang ,FULL,420000,1184,3,2,354.7297297,FALSE,1.382098213,103.8806321
14493, Boon  Lay  /  Jurong  /  Tuas ,PART,430000,775,2,2,554.8387097,FALSE,1.323794525,103.7381471
14494, Hougang  /  Punggol  /  Sengkang ,PART,440000,1238,3,2,355.4119548,TRUE,1.382500043,103.9022595
14495, Chinatown  /  Tanjong  Pagar ,FULL,470000,635,2,2,740.1574803,TRUE,1.27573,103.842833
14496, Sembawang  /  Yishun ,UNKNOWN,385000,1302,4,2,295.6989247,TRUE,1.428560813,103.8439634
14497, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,370000,1119,3,2,330.6523682,TRUE,1.383161415,103.7397114
14498, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,590000,1518,4,2,388.6693017,TRUE,1.401073985,103.7492814
14499, Admiralty  /  Woodlands ,UNKNOWN,640000,1829,5,3,349.917988,TRUE,1.437402392,103.7769509
14500, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,337000,1184,3,2,284.6283784,TRUE,1.404621454,103.7467352
14501, Admiralty  /  Woodlands ,UNKNOWN,490000,1571,3,2,311.9032463,TRUE,1.442015704,103.7909083
14502, Admiralty  /  Woodlands ,UNKNOWN,370000,1097,3,2,337.2835005,TRUE,1.442318482,103.795795
14503, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,330000,904,3,2,365.0442478,TRUE,1.376706502,103.7691361
14504, Admiralty  /  Woodlands ,UNKNOWN,468000,1571,3,2,297.8994271,TRUE,1.441801856,103.7927356
14505, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,490000,1528,4,2,320.6806283,TRUE,1.377122503,103.7408832
14506, Bedok  /  Upper  East  Coast ,PART,359000,882,2,2,407.0294785,FALSE,1.331150292,103.9222191
14507, Admiralty  /  Woodlands ,PART,399888,1194,3,2,334.9145729,FALSE,1.429154411,103.7954146
14508, Hougang  /  Punggol  /  Sengkang ,PART,370000,1119,3,2,330.6523682,TRUE,1.374291677,103.8724647
14509, Balestier  /  Toa  Payoh ,PART,350000,721,2,1,485.4368932,FALSE,1.33334995,103.8488853
14510, Sembawang  /  Yishun ,UNFUR,355000,904,3,2,392.699115,FALSE,1.425657361,103.8338127
14511, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,260000,699,3,UNKNOWN,371.9599428,FALSE,1.348199891,103.7120421
14512, Admiralty  /  Woodlands ,PART,265000,699,2,1,379.1130186,TRUE,1.442033677,103.7763934
14513, Admiralty  /  Woodlands ,FULL,430000,1302,4,2,330.2611367,FALSE,1.445444846,103.7919311
14514, Pasir  Ris  /  Tampines ,UNKNOWN,400000,904,3,2,442.4778761,FALSE,1.357013095,103.9537739
14515, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,508000,904,3,2,561.9469027,TRUE,1.346438016,103.8477941
14516, Sembawang  /  Yishun ,FULL,490000,1399,4,2,350.2501787,FALSE,1.4521533,103.8237879
14517, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,388000,1184,3,2,327.7027027,TRUE,1.4021897,103.7519816
14519, Balestier  /  Toa  Payoh ,UNFUR,950000,1173,3,2,809.8891731,TRUE,1.316756172,103.8615823
14520, Alexandra  /  Commonwealth ,PART,990000,1184,3,2,836.1486486,FALSE,1.28096617,103.8276579
14521, Hougang  /  Punggol  /  Sengkang ,PART,490000,1284,3,2,381.6199377,FALSE,1.377728383,103.8798104
14522, Hougang  /  Punggol  /  Sengkang ,PART,378000,1119,3,2,337.8016086,FALSE,1.378787147,103.8906555
14523, Hougang  /  Punggol  /  Sengkang ,PART,630000,1216,3,2,518.0921053,TRUE,1.403084,103.8986369
14524, Seletar  /  Yio  Chu  Kang ,FULL,450000,1011,3,2,445.1038576,FALSE,1.3917828,103.8777172
14525, Balestier  /  Toa  Payoh ,PART,299000,721,2,2,414.7018031,TRUE,1.334917604,103.8541859
14526, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,292000,796,2,1,366.8341709,FALSE,1.348199891,103.7120421
14527, Balestier  /  Toa  Payoh ,FULL,360000,721,2,1,499.3065187,FALSE,1.33574041,103.8569572
14528, Sembawang  /  Yishun ,FULL,300000,732,2,2,409.8360656,FALSE,1.429180359,103.8287564
14529, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,610000,1108,3,2,550.5415162,FALSE,1.35624138,103.8448268
14530, Hougang  /  Punggol  /  Sengkang ,FULL,450000,1184,3,2,380.0675676,TRUE,1.380550623,103.8789337
14531, Harbourfront  /  Telok  Blangah ,PART,398000,785,3,2,507.0063694,FALSE,1.278123584,103.8203075
14532, Pasir  Ris  /  Tampines ,UNFUR,640000,1571,4,3,407.383832,FALSE,1.3498191,103.9312359
14533, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,270000,645,2,2,418.6046512,FALSE,1.3596,103.8671
14534, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,385000,689,2,2,558.7808418,TRUE,1.345448003,103.8555551
14535, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,558000,1399,4,2,398.8563259,FALSE,1.388469342,103.8898742
14536, Sembawang  /  Yishun ,UNKNOWN,328000,721,2,2,454.9237171,FALSE,1.42973212,103.8322739
14537, Hougang  /  Punggol  /  Sengkang ,PART,368000,1001,3,2,367.6323676,FALSE,1.367076827,103.898262
14538, Harbourfront  /  Telok  Blangah ,UNKNOWN,410000,807,2,2,508.0545229,FALSE,1.273378741,103.8255581
14539, Harbourfront  /  Telok  Blangah ,UNKNOWN,395000,796,2,2,496.2311558,FALSE,1.272973733,103.8257833
14540, Sembawang  /  Yishun ,FULL,405000,1001,3,2,404.5954046,TRUE,1.419979,103.844368
14541, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNFUR,738000,1291,3,2,571.6498838,FALSE,1.316272791,103.7695336
14542, Sembawang  /  Yishun ,FULL,320000,731,2,2,437.7564979,FALSE,1.429180359,103.8287564
14543, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,628000,1593,3,2,394.2247332,FALSE,1.350029131,103.742751
14544, Boon  Lay  /  Jurong  /  Tuas ,PART,530000,1184,3,2,447.6351351,TRUE,1.336791243,103.7005138
14545, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,450000,1302,3,2,345.6221198,FALSE,1.377828922,103.7374815
14546, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,354000,1119,3,2,316.3538874,TRUE,1.383797018,103.7392159
14547, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,390000,1313,3,2,297.029703,TRUE,1.378193281,103.7369136
14548, Sembawang  /  Yishun ,UNKNOWN,300000,721,2,2,416.0887656,TRUE,1.433619608,103.8389318
14549,D18,UNKNOWN,345000,73,2,2,4726.027397,TRUE,UNKNOWN,1.350217937
14550, Admiralty  /  Woodlands ,UNKNOWN,490000,1571,4,2,311.9032463,TRUE,1.442015704,103.7909083
14551, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,335000,1119,3,2,299.3744415,TRUE,1.381731679,103.7496075
14552, Hougang  /  Punggol  /  Sengkang ,UNFUR,468000,1184,3,2,395.2702703,FALSE,1.394191,103.911517
14553, Admiralty  /  Woodlands ,UNKNOWN,425000,1292,3,UNKNOWN,328.9473684,FALSE,1.427881559,103.7933491
14554, Alexandra  /  Commonwealth ,PART,349999,699,3,2,500.713877,FALSE,1.29106494,103.8269091
14555, Boon  Lay  /  Jurong  /  Tuas ,PART,799000,1550,4,2,515.483871,FALSE,1.33840912,103.7436543
14556, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,434800,1170,3,2,371.6239316,FALSE,1.398307593,103.9065957
14557, Sembawang  /  Yishun ,FULL,288000,732,2,2,393.442623,FALSE,1.428183127,103.8279116
14558, Hougang  /  Punggol  /  Sengkang ,FULL,760000,1237,3,2,614.3896524,FALSE,1.355339702,103.872802
14559, Boon  Lay  /  Jurong  /  Tuas ,FULL,425000,1119,3,2,379.8033959,FALSE,1.350552304,103.7297991
14560, Admiralty  /  Woodlands ,FULL,400000,1302,3,2,307.2196621,FALSE,1.445305317,103.772225
14561, Eunos  /  Geylang  /  Paya  Lebar ,UNFUR,650000,1302,3,2,499.2319508,TRUE,1.319953471,103.8842722
14562, Boon  Lay  /  Jurong  /  Tuas ,PART,408000,1194,3,2,341.7085427,FALSE,1.351881851,103.7040948
14563, Sembawang  /  Yishun ,PART,360000,979,3,2,367.7221655,FALSE,1.452972091,103.8239201
14564, Balestier  /  Toa  Payoh ,UNKNOWN,438000,796,2,2,550.2512563,FALSE,1.319984587,103.8583308
14565, Bedok  /  Upper  East  Coast ,UNKNOWN,698000,1270,3,2,549.6062992,TRUE,1.322719626,103.9407421
14566, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,448000,1184,3,2,378.3783784,FALSE,1.345097813,103.7035181
14567, Hougang  /  Punggol  /  Sengkang ,FULL,750000,1593,3,3,470.8097928,FALSE,1.366574906,103.8723488
14568, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,308000,785,2,2,392.3566879,TRUE,1.351500333,103.7462678
14569, Hougang  /  Punggol  /  Sengkang ,PART,488000,1001,3,2,487.5124875,TRUE,1.4037736,103.9061944
14570, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,820000,1205,3,2,680.4979253,FALSE,1.371353,103.854091
14571, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,280000,689,2,2,406.3860668,FALSE,1.362190611,103.7477905
14572, Boon  Lay  /  Jurong  /  Tuas ,PART,428000,925,3,2,462.7027027,TRUE,1.341369728,103.7029515
14573, Balestier  /  Toa  Payoh ,UNKNOWN,250000,441,1,1,566.893424,TRUE,1.330483448,103.8451574
14574, Alexandra  /  Commonwealth ,UNKNOWN,370000,646,2,UNKNOWN,572.755418,FALSE,1.290564584,103.8029965
14575, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,570000,1001,3,2,569.4305694,TRUE,1.403255823,103.9016908
14576, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,495000,1001,3,2,494.5054945,TRUE,1.40602403,103.9064991
14577, Admiralty  /  Woodlands ,FULL,365000,968,3,2,377.0661157,FALSE,1.432133914,103.7964377
